Title,"Several rolls of soft yarn frieze carpets in best selling colors; 
3 rolls of MOHAWK frieze cut pile berber flecks and
4 rolls of SHAW plush and textured carpet overstock specials;
Perfect for rentals or homes that you are fixing up to put on the market; 
Retail $2.22; Now .99/sq.ft. 
w/ FREE PADDING on select styles and colors!!!
Top quality installation also available at reasonable prices.
Call now for more information and save $$$!!!

 show contact info




Carpet; carpets; carpeting; new carpet; cheap carpet; frieze carpet; berber carpet; high-end carpets;
new carpet; new carpeting; discount carpet; mohawk carpet; shaw carpet"
Body,SHAW and MOHAWK Soft yarn frieze carpet specials!!! (Austin)
Title,"Several rolls of soft yarn plush and textures and frieze overstocks in best selling colors;
I have three rolls of SHAW and MOHAWK frieze cut pile berber fleck carpets
and four rolls of  solid color plush carpet overstock specials; 
Perfect for rentals or homes that you are fixing up to put on the market;  
Retail $2.22; Now .99/sq.ft.!!! w/ FREE PADDING on select styles and colors!!!
Expert installation also available at reasonable prices.
Call now for more details and SAVE $$$!!! 

 show contact info




Carpet; carpets; carpeting; new carpet; cheap carpet; frieze carpet; berber carpet; high-end carpets;
new carpet; new carpeting; discount carpet; mohawk carpet; shaw carpet"
Body,SHAW and MOHAWK Soft yarn plush and frieze carpet specials!!! (Austin)
Title,"Super heavy textured plush carpet;
We have approximately 2000 sq. ft. 
(222 sq. yds.) of a 53oz nylon; 
Best selling colors; 
Retail $4.44; 
Now .99/sq. ft. w/free padding!!!
SAVE BIG $$$ and Call now for more details!!!   

 show contact info"
Body,Shaw Carpet PRICE BLAST!!! (Austin)
Title,"Hi, I'm looking for some scraps of plush/cut pile (not berber or glue down) carpet to practice seaming pieces together.  The pieces need to be a reasonable size - at least a foot by 3+ feet.  New or reasonably clean preferred.  Thanks!"
Body,Carpet scraps for seaming practice (lakeway/bee cave area)
Title,"I have lots of carpet remnants from 12' x 12' to 12' x 40' in different shades of beige and other colors,even commercial carpet selling for $6.00 @ yd. or .67 @ sq. ft.  these are good quality carpets.
Installation available with 1/2"" pad @ $1.45 @ sq.ft. total cost.

call now before these are gone 
 show contact info
for free showing of material"
Body,Carpet remnants - $1 (austin)
Title,"I have a BISSELL Little Green Multi-Purpose Portable Carpet Cleaner for sale. My wife used it once to remove a carpet stain. It worked great!!!! She has not used it since. It's in Mint Condition.. We are selling it for $50. If interested, reply back.

Thank you"
Body,BISSELL Little Green Multi-Purpose Portable Carpet Cleaner - $50 (nw austin)
Title,"New shipment in! Commercial carpet from 4-Star luxury hotel. 
GREAT QUALITY AND CONDITION. Available for commercial, hotels, apartments and residential. 
150 rooms still available.
Please call for details and pricing."
Body,*APARTMENT & HOTEL OWNERS - QUALITY USED CARPET FOR SALE*
Title,"Brand new shark carpet & floor cleaner plus extras.
If interested contact me at 
 show contact info

Cash only. Thsnks!"
Body,shark carpet & hard floor cleaner - $120 (Leander / Cedar Park)
Title,"Excellent condition carpet cleaner  PLUS full container of cleaning product ($20 value)!
Has only been used a few times, and no longer have space for it."
Body,Bissell PRO Heat Carpet Cleaner - $50 (Barton Creek)
Title,"You are looking at a Crain mini carpet stretcher with the tail blade attachment. The item seems to shows very light use but in very good condition overall. It comes with a Plastic carrying case.

We are a family owned pawn shop located in downtown Kyle, Texas. Call or stop by and see us. We also have layaway available Cash Box Pawn is located at 104 N. Burleson St. in Kyle, TX or give us a call at 
 show contact info
 Thank you.

Ask for Tony and get %5 off

Take a look at our new website: http://www.cashboxpawn.com

Friend us on face book for exclusive specials: https://www.facebook.com/cashboxpawn"
Body,Crain Mini Carpet Stretcher - $129 (Kyle)
Title,"**********SAVE YOUR GAS, WE WILL BRING OUR SHOWROOM TO YOUR HOME FREE OF CHARGE**********

 WE COVER THE FOLLOWING STATES: OK, TX, AND LA

 OUR PRICES ARE UNBELIEVABLE, OUR STORY IS SO SIMPLE, WE HAVE NO OVERHEAD TO WORRY ABOUT, AND WE OPERATE ON A LOW MARGIN, THEN PASS THE SAVINGS TO YOU. WE HAVE OUR MOBILE SHOW ROOM THAT WE CAN BRING TO YOUR HOME WITH VARIETY OF SAMPLES; YOU PICK WHAT YOU LIKE, NO OBLIGATIONS WHATSOEVER. WE WILL HAND YOU THE ESTIMATE SAME DAY. 


 HAND SCRAPED WOOD STARTING AT $3.99, LAMINATE STARTING AT $2.99, AND THICK FREEZE' CARPET STARTING AT $2.99/SQF WE DON'T CARRY BUILDERS GRADE CARPET, WE ONLY CARRY HIGH DENSITY CARPET, ALL WITH FREE INSTALLATION, LOTS OF SATISFIED CUSTOMERS, REFRENCES AVAILABLE, 17 YEARS IN BUSINESS, NO PAYMENT UPFRONT, LOTS OF CHOICES -NEVER HAD A CUSTOMER COMPLAIN FOR LACK OF STYLES AND COLORS- ESTIMATES ARE FREE, FULL MANUFACTURER WARRANTY, 1 YEAR LABOR WARRANTY IN WRITING, NO OBLIGATION...IN SHORT YOU GOT NOTHING TO WORRY ABOUT WHEN DEALING WITH US! CALL OR TEXT 
 show contact info
 WITH ANY QUESTIONS OR TO SCHEDULE A FREE IN HOME ESTIMATE. 
 YOU WILL GET THE FOLLOWING:
 ***FREE INSTALLATION***
 ***FREE CARPET TAKE UP***
 ***FREE FURNITURE MOVING***
 ***FIRST QUALITY NO SECONDS***
 ***IMEDIATE INSTALLATION***
 ***NO PAYMENT UPFRONT- PAY ON COMPLETION***
 ***LOTS OF CHOICES***
 ***FREE ESTIMATES AND SAMPLES PRESENTATION***
 ***SAVE 30-50% GARANTEED***
 I PROMISE YOU WILL NEVER REGRET CALLING US, YOU WILL DEAL SIMPLY WITH THE BEST.
 I SUPERVISE THE WORK MYSELF. CALL OR TEXT 
 show contact info"
Body,"ZERO DOLLARS UPFRONT, FREE INSTALL'N MORE ON ALL WOOD,LAMINATE, CARPET - $1 (AUSTIN AND SURROUNDING)"
Title,"Decorative Runner Carpets in excellent condition.  $10 ea.,  $15 for the set, OBO
(1) Oval Carpet = 24""W x 36""L and (1) Short Runner Carpet = 24""W x 48""L"
Body,"Carpet, Decorative Runners - $10 (new braunfels)"
Title,"Carpet repairs, and installation. 




37yrs. exp.
Call George   
 show contact info"
Body,Carpet Repairs & Installation (Austin)
Title,"We have approx 1200 SF (123 sq yards)  of new carpet for sale that was installed in our home and then removed as wife changed her mind!  (no pad included)  It is a very dense, plush pile and is a Stainmaster carpet.  The color is Honey/Caramel.  A very nice carpet at a great price. It was cut to fit our master bedroom, game room, media room, loft area and two other bedrooms. 
Guest Bedroom:  	13'8"" X 11' 6"" (plus closet and entry area)
Master Bedroom: 	15'9"" X 13'8""  (plus entry and extended side of about 20 sq ft)
Game Room:   	17' X 15'7""
Media Room:  	17'10"" X 12'2""
Loft Area:     	10'10"" X 7'1""
Bedroom 3:  	11'7""  X 12'2"" (plus closet and entry area)"
Body,Plush Beige Carpet - $850 (Crystal Falls Leander)
Title,This roll of carpet is brand new and was ordered by our contractor as a special order from Home Depot.  We decided to tile the room and are stuck with this roll.  Great for a small bedroom.
Body,"Carpet for a Small Bedroom - $125 (Elgin,Tx)"
Title,"INSTALLING A WOOD FLOOR ON THE 21TH OF JANUARY AND I HAVE A  BRAND NEW 100YDS OF CARPET FOR SELL FOR 9.00 DOLLARS A YARD WITH THE PAD. YOU CAN GET A BETTER DEAL BY LET ME INSTALL ITSO GIVE ME A CALL AT 
 show contact info"
Body,new carpet - $900
Title,"I am selling new carpet and pad, 250 yds. The customer I am working for chose to go with wood floors instead of carpet. We have 9-30 yd rolls of 7/16 water resistant padding for 70$ per roll. Carpet for .60 a square ft. Which is a good deal. Comes out to $1980 total for the material. Please email if interested..
Carpet is 13.6 wide by 150ft, small roll 15x18."
Body,250 yds carpet and pad (austin)
Title,"Free small piece of carpet (can be used for a small rug).   Carpet is new, tan color and approximately 5"" X 3.5"" in size.  First that is available to come by can have it, we want to get rid of asap.     Located near FM 1826 and HWY 290 in Oak Hill."
Body,Free Carpet (Small For Rug?) (SW Austin)
Title,antique rug and carpet beater
Body,"antique rug and carpet beater - $20 (Round Rock, Georgetown, Austin)"
Title,"I have a large piece of white carpet still in good condition that I pulled up out of my living room size approximately 13x13

It's not as dark as the pictures look 
Call or text 512586four16eight , daphne"
Body,white carpet 13x13 ft - $40 (south austin)
Title,"I need my carpet cleaned and would like to barter.  I will tune up / repair your PC, Desk or Laptop, in exchange. 3 bdrm house in south Austin. I have a computer business and would prefer someone who cleans professionally.  Thanks."
Body,Computer Repair for Carpet Cleaning (Austin)
Title,"FLOR CARPET TILE CLEARANCE
3000+ TILES IN STOCK  (MISC INVENTORY)
5 - 20 OF SAME COLOR

20 X 20 -  $2 PER TILE
24 X 24 -  $3 PER TILE

J&F CARPETS
3301 E.7TH ST
AUSTIN,TX 78702

 show contact info"
Body,FLOR CARPET TILES  (3000 TILES MISC INVENTORY CLEARANCE) - $3 (AUSTIN)
Title,"MOHAWK CARPET
STYLE: SHAG-A-DELIC
COLOR: LT BROWN

12 FT X 27.8 FT  ROLL SIZE

ON SALE   $250.00 +TAX
(retail 950.00)

J&F CARPETS
3301 E.7TH ST
AUSTIN,TX 78702

 show contact info"
Body,MOHAWK SHAG CARPET     ( 27.8 FT X 12 FT ) - $250 (AUSTIN)
Title,"FLOR CARPET TILE CLEARANCE
3000+ TILES IN STOCK (MISC INVENTORY)
5 - 20 OF SAME COLOR

20 X 20 - $2 PER TILE
24 X 24 - $3 PER TILE

J&F CARPETS
3301 E.7TH ST
AUSTIN,TX 78702

 show contact info"
Body,FLOR CARPET TILES (3000 TILES INVENTORY CLEARANCE) - $3 (AUSTIN)
Title,"Crochet Carpet 100% Cotton, Antiallergic, Don't loose fibers, The pair, Eco-friendly. Brand new.
Handmade.
All the carpets are 25,00$.
The big carpet is 150,00$."
Body,Crochet Carpet - $25 (9417 Great H Trail #1058)
Title,"Bought a rig that had extra tools I don't need. So what I have is a Prochem carpet cleaning wand quad jet stainless steel 2"" $200, geiko 14"" quad jet tile and grout wand $125, mytee tile and grout spinner $200. Or all three tools for $450

Text only, my phone is forwarded to answering service.

 show contact info



Key words:
Carpet steam cleaning wand/carpet cleaner/carpet steam cleaning tool/carpet cleaning machine"
Body,Carpet cleaning wands/spinner - $1 (Round rock)
Title,"Heated cleaning Carpet Vacuum , with spin scrub and 2 tanks
Retail Price $135  Our liquidation price is $50

Description:
deep cleans with hot tap water and carpet solution
Five spinning/scrubbing brushes clean carpets, upholstery, and bare floors
Clean Surge feature gives extra burst of cleaning solution for spots or stains
Two water tanks separate clean and dirty water
    
Condition:
Used-good
Functions properly 
See pictures

Contact info:
Charter AMG Liquidation Outlet
2200 Grand Avenue Parkway
Suite 103
Austin, TX. 78728

Hours of Operation
Mon-Fri 9 a.m. - 6 p.m.
Sat 10 a.m.- 2 p.m."
Body,"Heated cleaning Carpet Vacuum , with spin scrub and 2 tanks - $50 (north austin)"
Title,6' x 13' roll of Stainmaster premium 7lb carpet padding with vapor barrier left over from a recent installation. $20
Body,Stainmaster Carpet Padding - $20 (SW Austin)
Title,"This is an 100% wool, hand knotted, 8/8 Vegetable Dyed Oriental / Persian / Indian Rug / Carpet (not sure what search words you would be using).  You want the real thing and real quality?  This is it.

It was on the floor in a big side room for years in a old colonial place with little use, then in storage for many years.    We just don't have a room big enough for it and had been saving it, but just can't store it anymore.  It is beautiful.

Was $8,500 at auction many years ago.  Anything you find under $5,000 from dealers looks like a cheap knockoff.  I'll sell it to the first $2,500 that I'm offered.

The rug is rolled up in Austin at my office.  You can see it most business days between 9:30 and 1.

Don't lowball me on this- I'll just store it until somebody is fair."
Body,"12' by 15' 5"" Rug / Carpet - Huge and Beautiful - $2500 (Austin)"
Title,"Nice piece of brown/tan carpet 7' x 12', in like new condition

call or text 
 show contact info"
Body,Brown Carpet - $10 (marble falls)
Title,Gorgeous woolen carpet with a beautiful traditional design.
Body,Wool Carpet - $75 (Parmer/Mopac)
Title,"New diversion safe that feels, smells and sounds (when shaken) like a Love My Carpet container. Bought it for $10 but I used a different trademark brand instead so this has been in a box for a year. It is in excellent, like-new condition. It was shipped to me just wrapped in bubble wrap, no plastic wrapping or casing. Bottom unscrews open. Can be used to hide coins, cash, jewelry, mota or whatever you wish to conceal in plain sight at home or while traveling. Image taken from am*azon but the safe is the exact container shown.

-Spam-bots on Craigslist have become a great pain and very creative. I don't reply to any message if I have the slightest doubt that there is a real person inquiring so add your name and location in Austin to your reply.
-If you live close to my posted location and could use something like this, the price might be worth swinging by for. 
-Due to the number of people that ""flake out"" on meeting agreements, if you want it you come get it.
-Cash only, local buyers only. 
-If the post is still up, then I still have the item for sale so don't reply with a simple ""Still have it?"" or I will NOT reply b/c I'll think your a spam-bot.


diversion safe, cucaracha"
Body,Love my carpet diversion safe - $9 (East Riverside)
Title,"Priced to move! $599! Windsor carpet cleaner! Used in good working order! Come over and check it out today! 

-We offer 10 Month layaways
-10% Down 10% Per Month for 10 Months

Mustang Jewelry & Pawn 
5510 S Congress
Austin TX, 78748


 show contact info"
Body,Windsor carpet cleaner - $599
Title,"Like new Dirt Devil Easy Steamer Deep Carpet Cleaner.  I have wood floors and no longer need.  Works great.  Call, email or text."
Body,Dirt Devil Carpet Cleaner - $35 (Hutto)
Title,"NILODOR PILE LIFTER/ CARPET EXTRACTOR. IF INTEREESTED CALL 
 show contact info
ASK FOR ORLANDO. NO TEXTS. LOCAL AUSTIN, TX SALES ONLY."
Body,NILODOR PILE LIFTER/CARPET EXTRACTOR - $1100 (SOUTH AUSTIN)
Title,"Selling brand new Persian carpet 
Its quality is excellent 
  Asking $1000 
Mail me if interested"
Body,Brand new persian carpet - $1000 (South Austin)
Title,"18"" x 18"" Commercial Grade Carpet Tiles/Squares. These are NOT Carpet Samples! These Colors will blend Great with Any Decor! 

Approximately 300-400 Squares/Tiles of Shades of Off-White(i.e.,Bone, Egg or Ivory, etc.) and ALL other remaining handful of few different Colors are only $1Each! Discount for purchase of all Remaining Squares and Remnants available. Commercial Pics are simply some ideas to consider, as my colors and quantities of each are now limited. 

50-60 Estimated Remaining Darker Blue Carpet Tiles shown in pics are Only $2 ea. & the approximate 75-100 remaining Trimmed-Out partial Squares the same color are Only $1 ea. 
Take advantage of this great deal before they are All gone! Cell: 
 show contact info"
Body,CARPET SQUARES/TILES! Like New!! - $1 (Off Hwy. 29 Bertram/Burnet area)
Title,"butler van mounted(1996 chevy van)carpet cleaning system all self countained ready to go well maintained all services well maintained weekly, bi- monthly,and monthly for further info call john 
 show contact info"
Body,"carpet cleaning system(butler) van mounted all self contained - $4500 (killeen,tx)"
Title,"Selling a carpet shampooer.
works great
CASH only.
LOCAL only
NO  PAYPAL
$200 obo"
Body,carpet shampooer - $200 (35/ slaughter)
Title,Brown checkered hall carpet never used.
Body,Long hall carpet - $40
Title,Beautiful berber carpet-made in the USA.
Body,Berber Carpet 16 x 18+/-Excellent condition - $150 (Georgetown)
Title,"Have a boat that needs updating?              I have plenty experience installing carpet and other types of flooring for houseboats, cruisers, bass boats, sailboats, and runabouts. 
Please call if you need any help updating or replacing the interior of your boat or residential home. 
I can also repair many extra headaches that boats can acquire. Just ask!
I have great references and give free estimates. 


Mike 

 show contact info"
Body,Need boat carpet installed? (Austin - Lakeway)
Title,"Professional Carpet and Tile Company for sale great income potential. 2002 Chevy van runs good has 83000 miles automatic a/c heat works good. Clean blue title in hand. 405 Prochem Proformer direct drive truck mount with only 750hrs heats water up to 300 degrees pressure sprayer up to 2000 psi. fresh water tank. 200 ft solution hose and 200 ft vaccum hose, mounted shelving unit, tile cleaning, 17 inch floor machine, prochem carpet cleaning wand, upholstery cleaning attachment, everything you need to start cleaning will show you how to opperate and clean carpet. Great investment for someone just starting out."
Body,Professional Carpet Cleaning Cleaning Company - $17000 (Carrollton)
Title,Burnt orange carpet with longhorn logo available for sale. Carpet is in excellent condition with no stairs or wear and tear. I don't have a better photograph but it is partly visible in the attached photograph. Size is 8 X 5.
Body,Longhorn Carpet! Show off your pride! - $90 (Steck & Mopac)
Title,"Professional Carpet and Tile Company for sale great income potential. 2002 Chevy van runs good has 83000 miles automatic a/c heat works good. Clean blue title in hand. 405 Prochem Proformer direct drive truck mount with only 750hrs heats water up to 300 degrees pressure sprayer up to 2000 psi. fresh water tank. 200 ft solution hose and 200 ft vaccum hose, mounted shelving unit, tile cleaning, 17 inch floor machine, prochem carpet cleaning wand, upholstery cleaning attachment, everything you need to start cleaning will show you how to opperate and clean carpet. Great investment for someone just starting out."
Body,Professional Carpet Cleaning Cleaning Company - $17000 (dallas)
Title,"Carpet repairs, and installation. 




37yrs. exp.
Call George   
 show contact info"
Body,Carpet Repairs & Installation (Austin)
Title,I'm moving and buying new things. I'm letting go of this beautiful carpet even though i don't want to!
Body,beautiful accent carpet - $30 (south central austin)
Title,"2014 Ford E250 Cargo Van with a NEW Prochem Peak GTX Carpet Cleaning Machine Installed.  Includes 500' of 3000 psi Goodyear Hose 1/4"", Vacuum Hose Reel, Shelving 3 Tier Alumninum.  Van has 23,905 miles, Clean CARFAX Report, Still Under Bumper-to-Bumper Manufacture Warranty.  This Complete Carpet Cleaning Van is ready to put to work. We do have Commercial FINANCING for this Van and Machine, as well as for any other Machine sizes you might require! For more information Please Call:  JOE MAXWELL at 512-461-7724."
Body,"2014 FORD E250 CARGO VAN AND NEW CARPET MACHINE - $39700 (STATE WIDE, TEXAS)"
